dataset,plugin,codec,level,raw_size,compressed_size,compress_cpu,compress_wall,decompress_cpu,decompress_wall
alice29.txt,brieflz,brieflz,,152089,67440,0.002337,0.002337,0.000953,0.000953
alice29.txt,brotli,brotli,0,152089,65795,0.000887,0.000888,0.000720,0.000720
alice29.txt,brotli,brotli,10,152089,47489,0.104158,0.104163,0.000706,0.000707
alice29.txt,brotli,brotli,11,152089,46487,0.272028,0.272035,0.000627,0.000628
alice29.txt,brotli,brotli,1,152089,60292,0.001308,0.001308,0.000672,0.000672
alice29.txt,brotli,brotli,2,152089,57332,0.001989,0.001989,0.000619,0.000620
alice29.txt,brotli,brotli,3,152089,56886,0.002301,0.002302,0.000600,0.000600
alice29.txt,brotli,brotli,4,152089,55494,0.003752,0.003753,0.000584,0.000584
alice29.txt,brotli,brotli,5,152089,52807,0.006125,0.006125,0.000559,0.000559
alice29.txt,brotli,brotli,6,152089,51970,0.006978,0.006978,0.000548,0.000548
alice29.txt,brotli,brotli,7,152089,51457,0.011402,0.011403,0.000541,0.000542
alice29.txt,brotli,brotli,8,152089,51190,0.010089,0.010090,0.000536,0.000536
alice29.txt,brotli,brotli,9,152089,51056,0.021477,0.021480,0.000538,0.000538
alice29.txt,bsc,bsc,,152089,40558,0.013130,0.013131,0.007112,0.007113
alice29.txt,bzip2,bzip2,1,152089,45995,0.013250,0.013250,0.004719,0.004719
alice29.txt,bzip2,bzip2,2,152089,43202,0.012725,0.012726,0.004855,0.004855
alice29.txt,bzip2,bzip2,3,152089,43202,0.012637,0.012638,0.004831,0.004831
alice29.txt,bzip2,bzip2,4,152089,43202,0.012650,0.012651,0.004856,0.004856
alice29.txt,bzip2,bzip2,5,152089,43202,0.012639,0.012639,0.004829,0.004830
alice29.txt,bzip2,bzip2,6,152089,43202,0.012649,0.012649,0.004660,0.004661
alice29.txt,bzip2,bzip2,7,152089,43202,0.012644,0.012644,0.004637,0.004638
alice29.txt,bzip2,bzip2,8,152089,43202,0.012649,0.012649,0.004658,0.004659
alice29.txt,bzip2,bzip2,9,152089,43202,0.012645,0.012645,0.004637,0.004637
alice29.txt,copy,copy,,152089,152089,0.000074,0.000075,0.000082,0.000082
alice29.txt,crush,crush,0,152089,62188,0.025888,0.025891,0.001786,0.001786
alice29.txt,crush,crush,1,152089,57160,0.031879,0.031885,0.001663,0.001663
alice29.txt,crush,crush,2,152089,55992,0.041678,0.041709,0.001641,0.001641
alice29.txt,fari,fari,,152089,63004,0.005946,0.005946,0.006944,0.006944
alice29.txt,fastlz,fastlz,1,152089,85452,0.000906,0.000907,0.000506,0.000507
alice29.txt,fastlz,fastlz,2,152089,84749,0.000962,0.000962,0.000507,0.000508
alice29.txt,gipfeli,gipfeli,,152089,70625,0.000968,0.000968,0.000958,0.000958
alice29.txt,heatshrink,heatshrink,,152089,79050,0.018071,0.018072,0.002248,0.002248
alice29.txt,libdeflate,deflate,10,152089,51688,0.019893,0.019894,0.000332,0.000332
alice29.txt,libdeflate,deflate,11,152089,51628,0.024491,0.024492,0.000331,0.000331
alice29.txt,libdeflate,deflate,1,152089,59983,0.001632,0.001632,0.000424,0.000424
alice29.txt,libdeflate,deflate,12,152089,51542,0.029076,0.029077,0.000332,0.000333
alice29.txt,libdeflate,deflate,2,152089,57489,0.001871,0.001871,0.000400,0.000401
alice29.txt,libdeflate,deflate,3,152089,56522,0.002147,0.002148,0.000391,0.000391
alice29.txt,libdeflate,deflate,4,152089,55828,0.002474,0.002475,0.000384,0.000384
alice29.txt,libdeflate,deflate,5,152089,54861,0.002783,0.002784,0.000396,0.000396
alice29.txt,libdeflate,deflate,6,152089,54390,0.003332,0.003332,0.000392,0.000392
alice29.txt,libdeflate,deflate,7,152089,54033,0.004137,0.004138,0.000389,0.000390
alice29.txt,libdeflate,deflate,8,152089,52315,0.014492,0.014493,0.000334,0.000334
alice29.txt,libdeflate,deflate,9,152089,51735,0.019440,0.019441,0.000332,0.000332
alice29.txt,lz4,lz4,0,152089,88742,0.000733,0.000734,0.000239,0.000240
alice29.txt,lz4,lz4,10,152089,63699,0.008805,0.008806,0.000240,0.000241
alice29.txt,lz4,lz4,11,152089,63696,0.009162,0.009163,0.000240,0.000241
alice29.txt,lz4,lz4,1,152089,88742,0.000734,0.000734,0.000240,0.000240
alice29.txt,lz4,lz4,12,152089,63696,0.009176,0.009177,0.000240,0.000241
alice29.txt,lz4,lz4,13,152089,63696,0.009132,0.009133,0.000240,0.000241
alice29.txt,lz4,lz4,14,152089,63696,0.009243,0.009243,0.000241,0.000241
alice29.txt,lz4,lz4,15,152089,63696,0.009129,0.009129,0.000240,0.000240
alice29.txt,lz4,lz4,16,152089,63696,0.009147,0.009148,0.000240,0.000241
alice29.txt,lz4,lz4,2,152089,88742,0.000733,0.000733,0.000239,0.000240
alice29.txt,lz4,lz4,3,152089,69399,0.002933,0.002933,0.000250,0.000250
alice29.txt,lz4,lz4,4,152089,66818,0.003718,0.003719,0.000247,0.000247
alice29.txt,lz4,lz4,5,152089,65259,0.004687,0.004688,0.000243,0.000243
alice29.txt,lz4,lz4,6,152089,64430,0.005777,0.005778,0.000242,0.000242
alice29.txt,lz4,lz4,7,152089,63989,0.006685,0.006685,0.000240,0.000241
alice29.txt,lz4,lz4,8,152089,63782,0.007506,0.007507,0.000240,0.000241
alice29.txt,lz4,lz4,9,152089,63719,0.008375,0.008376,0.000241,0.000241
alice29.txt,lz4,lz4-raw,10,152089,64398,0.005130,0.005131,0.000226,0.000226
alice29.txt,lz4,lz4-raw,11,152089,63686,0.007627,0.007627,0.000224,0.000225
alice29.txt,lz4,lz4-raw,1,152089,142520,0.000214,0.000215,0.000141,0.000142
alice29.txt,lz4,lz4-raw,12,152089,63663,0.008570,0.008571,0.000224,0.000224
alice29.txt,lz4,lz4-raw,13,152089,63663,0.008362,0.008363,0.000225,0.000225
alice29.txt,lz4,lz4-raw,14,152089,63663,0.008234,0.008234,0.000224,0.000225
alice29.txt,lz4,lz4-raw,2,152089,138914,0.000249,0.000249,0.000155,0.000155
alice29.txt,lz4,lz4-raw,3,152089,131230,0.000310,0.000311,0.000173,0.000173
alice29.txt,lz4,lz4-raw,4,152089,114924,0.000443,0.000444,0.000208,0.000208
alice29.txt,lz4,lz4-raw,5,152089,102284,0.000548,0.000548,0.000223,0.000223
alice29.txt,lz4,lz4-raw,6,152089,93430,0.000616,0.000616,0.000229,0.000230
alice29.txt,lz4,lz4-raw,7,152089,88699,0.000669,0.000670,0.000232,0.000232
alice29.txt,lz4,lz4-raw,8,152089,73155,0.002077,0.002077,0.000244,0.000244
alice29.txt,lz4,lz4-raw,9,152089,66785,0.003317,0.003317,0.000232,0.000232
alice29.txt,lzf,lzf,1,152089,82926,0.000865,0.000866,0.000474,0.000474
alice29.txt,lzfse,lzfse,,152089,56310,0.003594,0.003594,0.000549,0.000549
alice29.txt,lzfse,lzvn,,152089,69913,0.004490,0.004490,0.000338,0.000338
alice29.txt,lzg,lzg,1,152089,96003,0.040033,0.040035,0.000630,0.000630
alice29.txt,lzg,lzg,2,152089,92919,0.040293,0.040295,0.000624,0.000625
alice29.txt,lzg,lzg,3,152089,89310,0.041129,0.041132,0.000610,0.000610
alice29.txt,lzg,lzg,4,152089,85415,0.042252,0.042254,0.000587,0.000587
alice29.txt,lzg,lzg,5,152089,81564,0.043923,0.043929,0.000551,0.000551
alice29.txt,lzg,lzg,6,152089,78666,0.046461,0.046465,0.000525,0.000526
alice29.txt,lzg,lzg,7,152089,76631,0.050956,0.050962,0.000505,0.000506
alice29.txt,lzg,lzg,8,152089,76153,0.053906,0.053908,0.000499,0.000499
alice29.txt,lzg,lzg,9,152089,75718,0.062395,0.062397,0.000496,0.000496
alice29.txt,lzham,lzham,0,152089,62425,0.041518,0.016350,0.001548,0.001548
alice29.txt,lzham,lzham,1,152089,51635,0.088521,0.041659,0.001200,0.001201
alice29.txt,lzham,lzham,2,152089,51326,0.090782,0.042066,0.001191,0.001192
alice29.txt,lzham,lzham,3,152089,51264,0.086841,0.038521,0.001181,0.001182
alice29.txt,lzham,lzham,4,152089,51157,0.088427,0.039005,0.001197,0.001198
alice29.txt,lzjb,lzjb,,152089,109146,0.000904,0.000904,0.000663,0.000664
alice29.txt,lzma,lzma1,1,152089,54139,0.015264,0.015265,0.003241,0.003241
alice29.txt,lzma,lzma,1,152089,54152,0.015284,0.015285,0.003233,0.003233
alice29.txt,lzma,lzma1,2,152089,52662,0.020075,0.020077,0.003149,0.003149
alice29.txt,lzma,lzma1,3,152089,52064,0.027105,0.027107,0.003222,0.003223
alice29.txt,lzma,lzma1,4,152089,48828,0.055235,0.055237,0.003092,0.003092
alice29.txt,lzma,lzma1,5,152089,48454,0.069800,0.069802,0.003801,0.003802
alice29.txt,lzma,lzma1,6,152089,48435,0.070349,0.070351,0.003777,0.003778
alice29.txt,lzma,lzma1,7,152089,48435,0.099070,0.099073,0.004989,0.004990
alice29.txt,lzma,lzma1,8,152089,48435,0.159449,0.159458,0.012108,0.012115
alice29.txt,lzma,lzma1,9,152089,48435,0.245681,0.245689,0.021166,0.021167
alice29.txt,lzma,lzma2,1,152089,54140,0.015237,0.015239,0.003242,0.003242
alice29.txt,lzma,lzma,2,152089,52675,0.020035,0.020037,0.003142,0.003142
alice29.txt,lzma,lzma2,2,152089,52663,0.020045,0.020048,0.003152,0.003152
alice29.txt,lzma,lzma2,3,152089,52065,0.027153,0.027155,0.003219,0.003220
alice29.txt,lzma,lzma2,4,152089,48829,0.055347,0.055349,0.003099,0.003100
alice29.txt,lzma,lzma2,5,152089,48455,0.069814,0.069830,0.003793,0.003793
alice29.txt,lzma,lzma2,6,152089,48436,0.070328,0.070340,0.003798,0.003798
alice29.txt,lzma,lzma2,7,152089,48436,0.099370,0.099373,0.004999,0.005000
alice29.txt,lzma,lzma2,8,152089,48436,0.160023,0.160034,0.012148,0.012150
alice29.txt,lzma,lzma2,9,152089,48436,0.246676,0.246749,0.021284,0.021287
alice29.txt,lzma,lzma,3,152089,52077,0.027240,0.027242,0.003209,0.003210
alice29.txt,lzma,lzma,4,152089,48841,0.055418,0.055420,0.003085,0.003086
alice29.txt,lzma,lzma,5,152089,48467,0.070040,0.070043,0.003760,0.003761
alice29.txt,lzma,lzma,6,152089,48448,0.070378,0.070380,0.003792,0.003793
alice29.txt,lzma,lzma,7,152089,48448,0.099291,0.099294,0.004980,0.004981
alice29.txt,lzma,lzma,8,152089,48448,0.159906,0.159916,0.012130,0.012133
alice29.txt,lzma,lzma,9,152089,48448,0.246178,0.246186,0.021195,0.021198
alice29.txt,lzma,xz,1,152089,54196,0.015356,0.015357,0.003395,0.003395
alice29.txt,lzma,xz,2,152089,52720,0.020124,0.020125,0.003304,0.003305
alice29.txt,lzma,xz,3,152089,52124,0.027367,0.027368,0.003375,0.003376
alice29.txt,lzma,xz,4,152089,48888,0.055357,0.055359,0.003258,0.003258
alice29.txt,lzma,xz,5,152089,48512,0.069922,0.069925,0.003950,0.003951
alice29.txt,lzma,xz,6,152089,48492,0.070354,0.070356,0.003933,0.003934
alice29.txt,lzma,xz,7,152089,48492,0.099418,0.099435,0.005151,0.005152
alice29.txt,lzma,xz,8,152089,48492,0.160148,0.160163,0.012305,0.012307
alice29.txt,lzma,xz,9,152089,48492,0.245838,0.245852,0.021321,0.021324
alice29.txt,lzo,lzo1b,1,152089,82443,0.001010,0.001010,0.000490,0.000490
alice29.txt,lzo,lzo1c,1,152089,84861,0.001056,0.001056,0.000501,0.000502
alice29.txt,lzo,lzo1f,1,152089,87221,0.001157,0.001157,0.000524,0.000525
alice29.txt,lzo,lzo1x,1,152089,86781,0.000623,0.000623,0.000501,0.000502
alice29.txt,lzo,lzo1y,1,152089,88894,0.000616,0.000616,0.000492,0.000492
alice29.txt,lzo,lzo1z,999,152089,61950,0.026691,0.026692,0.000477,0.000477
alice29.txt,miniz,zlib,1,152089,76476,0.001719,0.001719,0.001228,0.001228
alice29.txt,miniz,zlib,2,152089,62771,0.002440,0.002441,0.001075,0.001076
alice29.txt,miniz,zlib,3,152089,57168,0.003903,0.003904,0.000972,0.000973
alice29.txt,miniz,zlib,4,152089,56832,0.004657,0.004658,0.000961,0.000962
alice29.txt,miniz,zlib,5,152089,55702,0.005820,0.005821,0.000944,0.000945
alice29.txt,miniz,zlib,6,152089,54446,0.009119,0.009119,0.000925,0.000925
alice29.txt,miniz,zlib,7,152089,54289,0.010621,0.010622,0.000922,0.000923
alice29.txt,miniz,zlib,8,152089,54227,0.011930,0.011931,0.000923,0.000923
alice29.txt,miniz,zlib,9,152089,54223,0.012067,0.012067,0.000922,0.000922
alice29.txt,ms-compress,lznt1,,152089,88252,0.004609,0.004609,0.000449,0.000450
alice29.txt,ms-compress,xpress,,152089,68563,0.002797,0.002797,0.000362,0.000362
alice29.txt,ms-compress,xpress-huffman,,152089,59166,0.004321,0.004322,0.000633,0.000634
alice29.txt,ncompress,compress,,152089,62247,0.001829,0.001830,0.000962,0.000962
alice29.txt,quicklz,quicklz,,152089,83495,0.000684,0.000684,0.000566,0.000567
alice29.txt,snappy,snappy,,152089,88017,0.000608,0.000609,0.000270,0.000271
alice29.txt,wflz,wflz,1,152089,103150,0.001115,0.001115,0.000413,0.000413
alice29.txt,wflz,wflz,2,152089,84045,2.011619,2.011651,0.000370,0.000370
alice29.txt,wflz,wflz-chunked,1,152089,112992,0.001259,0.001259,0.000386,0.000386
alice29.txt,wflz,wflz-chunked,2,152089,103888,0.379311,0.379317,0.000383,0.000383
alice29.txt,yalz77,yalz77,,152089,78809,0.003902,0.003903,0.000426,0.000426
alice29.txt,zlib,deflate,1,152089,65130,0.002391,0.002392,0.000677,0.000678
alice29.txt,zlib,deflate,2,152089,62270,0.002687,0.002687,0.000646,0.000646
alice29.txt,zlib,deflate,3,152089,59488,0.003652,0.003653,0.000620,0.000620
alice29.txt,zlib,deflate,4,152089,57679,0.003749,0.003750,0.000633,0.000634
alice29.txt,zlib,deflate,5,152089,55616,0.005760,0.005761,0.000634,0.000635
alice29.txt,zlib,deflate,6,152089,54398,0.008452,0.008453,0.000618,0.000619
alice29.txt,zlib,deflate,7,152089,54253,0.009868,0.009868,0.000618,0.000619
alice29.txt,zlib,deflate,8,152089,54164,0.012202,0.012202,0.000617,0.000617
alice29.txt,zlib,deflate,9,152089,54164,0.012430,0.012431,0.000617,0.000617
alice29.txt,zlib,gzip,1,152089,65148,0.002531,0.002532,0.000807,0.000807
alice29.txt,zlib,gzip,2,152089,62288,0.002829,0.002830,0.000776,0.000777
alice29.txt,zlib,gzip,3,152089,59506,0.003791,0.003791,0.000750,0.000751
alice29.txt,zlib,gzip,4,152089,57697,0.003885,0.003885,0.000764,0.000764
alice29.txt,zlib,gzip,5,152089,55634,0.005902,0.005903,0.000764,0.000765
alice29.txt,zlib,gzip,6,152089,54416,0.008614,0.008615,0.000749,0.000749
alice29.txt,zlib,gzip,7,152089,54271,0.010041,0.010041,0.000749,0.000749
alice29.txt,zlib,gzip,8,152089,54182,0.012356,0.012356,0.000748,0.000748
alice29.txt,zlib,gzip,9,152089,54182,0.012360,0.012360,0.000747,0.000748
alice29.txt,zlib-ng,deflate,1,152089,65133,0.002328,0.002328,0.000817,0.000817
alice29.txt,zlib-ng,deflate,2,152089,62275,0.002670,0.002671,0.000779,0.000779
alice29.txt,zlib-ng,deflate,3,152089,59526,0.003640,0.003640,0.000742,0.000742
alice29.txt,zlib-ng,deflate,4,152089,57703,0.003686,0.003687,0.000741,0.000741
alice29.txt,zlib-ng,deflate,5,152089,55685,0.005689,0.005690,0.000736,0.000737
alice29.txt,zlib-ng,deflate,6,152089,54397,0.008470,0.008470,0.000719,0.000719
alice29.txt,zlib-ng,deflate,7,152089,54252,0.009892,0.009892,0.000718,0.000719
alice29.txt,zlib-ng,deflate,8,152089,54164,0.012319,0.012319,0.000715,0.000716
alice29.txt,zlib-ng,deflate,9,152089,54164,0.012261,0.012262,0.000717,0.000717
alice29.txt,zlib-ng,gzip,1,152089,65151,0.002471,0.002472,0.000952,0.000952
alice29.txt,zlib-ng,gzip,2,152089,62293,0.002815,0.002815,0.000914,0.000914
alice29.txt,zlib-ng,gzip,3,152089,59544,0.003779,0.003780,0.000877,0.000878
alice29.txt,zlib-ng,gzip,4,152089,57721,0.003827,0.003827,0.000876,0.000876
alice29.txt,zlib-ng,gzip,5,152089,55703,0.005830,0.005831,0.000872,0.000872
alice29.txt,zlib-ng,gzip,6,152089,54415,0.008617,0.008618,0.000853,0.000853
alice29.txt,zlib-ng,gzip,7,152089,54270,0.010037,0.010037,0.000853,0.000853
alice29.txt,zlib-ng,gzip,8,152089,54182,0.012390,0.012391,0.000851,0.000851
alice29.txt,zlib-ng,gzip,9,152089,54182,0.012398,0.012399,0.000851,0.000851
alice29.txt,zlib-ng,zlib,1,152089,65139,0.002381,0.002381,0.000860,0.000861
alice29.txt,zlib-ng,zlib,2,152089,62281,0.002722,0.002722,0.000822,0.000822
alice29.txt,zlib-ng,zlib,3,152089,59532,0.003684,0.003685,0.000785,0.000785
alice29.txt,zlib-ng,zlib,4,152089,57709,0.003731,0.003732,0.000783,0.000783
alice29.txt,zlib-ng,zlib,5,152089,55691,0.005734,0.005734,0.000779,0.000780
alice29.txt,zlib-ng,zlib,6,152089,54403,0.008529,0.008529,0.000762,0.000762
alice29.txt,zlib-ng,zlib,7,152089,54258,0.009942,0.009943,0.000761,0.000761
alice29.txt,zlib-ng,zlib,8,152089,54170,0.012297,0.012297,0.000759,0.000759
alice29.txt,zlib-ng,zlib,9,152089,54170,0.012319,0.012320,0.000759,0.000760
alice29.txt,zlib,zlib,1,152089,65136,0.002451,0.002451,0.000727,0.000727
alice29.txt,zlib,zlib,2,152089,62276,0.002747,0.002747,0.000696,0.000696
alice29.txt,zlib,zlib,3,152089,59494,0.003715,0.003715,0.000670,0.000670
alice29.txt,zlib,zlib,4,152089,57685,0.003808,0.003808,0.000684,0.000684
alice29.txt,zlib,zlib,5,152089,55622,0.005814,0.005814,0.000684,0.000684
alice29.txt,zlib,zlib,6,152089,54404,0.008549,0.008550,0.000669,0.000669
alice29.txt,zlib,zlib,7,152089,54259,0.009926,0.009926,0.000669,0.000669
alice29.txt,zlib,zlib,8,152089,54170,0.012302,0.012303,0.000667,0.000668
alice29.txt,zlib,zlib,9,152089,54170,0.012279,0.012280,0.000667,0.000667
alice29.txt,zpaq,zpaq,1,152089,64866,0.005835,0.005836,0.002479,0.002480
alice29.txt,zpaq,zpaq,2,152089,59164,0.024185,0.024186,0.002338,0.002339
alice29.txt,zpaq,zpaq,3,152089,50725,0.048306,0.048311,0.036032,0.036036
alice29.txt,zpaq,zpaq,4,152089,38939,0.122904,0.122908,0.133120,0.133124
alice29.txt,zpaq,zpaq,5,152089,37361,0.445010,0.445029,0.444139,0.444161
alice29.txt,zstd,zstd,10,152089,51872,0.010982,0.010983,0.000437,0.000437
alice29.txt,zstd,zstd,11,152089,51870,0.011082,0.011083,0.000437,0.000437
alice29.txt,zstd,zstd,1,152089,60005,0.001234,0.001234,0.000509,0.000509
alice29.txt,zstd,zstd,12,152089,51728,0.014283,0.014284,0.000434,0.000434
alice29.txt,zstd,zstd,13,152089,51496,0.014762,0.014763,0.000435,0.000435
alice29.txt,zstd,zstd,14,152089,49980,0.028618,0.028619,0.000441,0.000441
alice29.txt,zstd,zstd,15,152089,49700,0.031160,0.031161,0.000439,0.000439
alice29.txt,zstd,zstd,16,152089,49847,0.036553,0.036554,0.000453,0.000454
alice29.txt,zstd,zstd,17,152089,49846,0.036711,0.036712,0.000453,0.000453
alice29.txt,zstd,zstd,18,152089,49846,0.036776,0.036777,0.000453,0.000454
alice29.txt,zstd,zstd,19,152089,49846,0.036898,0.036899,0.000453,0.000453
alice29.txt,zstd,zstd,20,152089,49846,0.036922,0.036923,0.000453,0.000454
alice29.txt,zstd,zstd,21,152089,49846,0.036886,0.036887,0.000453,0.000453
alice29.txt,zstd,zstd,2,152089,59351,0.001395,0.001395,0.000571,0.000571
alice29.txt,zstd,zstd,22,152089,49846,0.036895,0.036896,0.000453,0.000453
alice29.txt,zstd,zstd,3,152089,57039,0.001980,0.001980,0.000557,0.000558
alice29.txt,zstd,zstd,4,152089,56273,0.002109,0.002110,0.000555,0.000555
alice29.txt,zstd,zstd,5,152089,53776,0.002901,0.002902,0.000453,0.000453
alice29.txt,zstd,zstd,6,152089,53258,0.003560,0.003560,0.000444,0.000444
alice29.txt,zstd,zstd,7,152089,53050,0.005008,0.005009,0.000473,0.000473
alice29.txt,zstd,zstd,8,152089,52592,0.006383,0.006383,0.000451,0.000451
alice29.txt,zstd,zstd,9,152089,52128,0.008364,0.008364,0.000442,0.000442
asyoulik.txt,brieflz,brieflz,,125179,59204,0.002025,0.002025,0.000794,0.000795
asyoulik.txt,brotli,brotli,0,125179,58059,0.000796,0.000797,0.000635,0.000636
asyoulik.txt,brotli,brotli,10,125179,43558,0.079865,0.079867,0.000663,0.000664
asyoulik.txt,brotli,brotli,11,125179,42709,0.217254,0.217259,0.000596,0.000596
asyoulik.txt,brotli,brotli,1,125179,53394,0.001155,0.001156,0.000595,0.000596
asyoulik.txt,brotli,brotli,2,125179,50495,0.001726,0.001726,0.000549,0.000549
asyoulik.txt,brotli,brotli,3,125179,50369,0.002002,0.002003,0.000535,0.000536
asyoulik.txt,brotli,brotli,4,125179,49429,0.003306,0.003307,0.000530,0.000530
asyoulik.txt,brotli,brotli,5,125179,47585,0.005379,0.005380,0.000517,0.000517
asyoulik.txt,brotli,brotli,6,125179,47085,0.006042,0.006042,0.000508,0.000508
asyoulik.txt,brotli,brotli,7,125179,46844,0.010085,0.010086,0.000505,0.000506
asyoulik.txt,brotli,brotli,8,125179,46723,0.008447,0.008448,0.000502,0.000502
asyoulik.txt,brotli,brotli,9,125179,46704,0.019198,0.019199,0.000503,0.000504
asyoulik.txt,bsc,bsc,,125179,37560,0.011427,0.011428,0.006667,0.006668
asyoulik.txt,bzip2,bzip2,1,125179,41502,0.010911,0.010911,0.004140,0.004141
asyoulik.txt,bzip2,bzip2,2,125179,39569,0.010299,0.010299,0.004176,0.004177
asyoulik.txt,bzip2,bzip2,3,125179,39569,0.010240,0.010241,0.004172,0.004172
asyoulik.txt,bzip2,bzip2,4,125179,39569,0.010239,0.010240,0.004176,0.004176
asyoulik.txt,bzip2,bzip2,5,125179,39569,0.010235,0.010236,0.004177,0.004178
asyoulik.txt,bzip2,bzip2,6,125179,39569,0.010234,0.010235,0.004015,0.004015
asyoulik.txt,bzip2,bzip2,7,125179,39569,0.010243,0.010244,0.004013,0.004013
asyoulik.txt,bzip2,bzip2,8,125179,39569,0.010238,0.010239,0.004012,0.004013
asyoulik.txt,bzip2,bzip2,9,125179,39569,0.010238,0.010239,0.004020,0.004020
asyoulik.txt,copy,copy,,125179,125179,0.000058,0.000058,0.000064,0.000064
asyoulik.txt,crush,crush,0,125179,55838,0.025341,0.025343,0.001565,0.001566
asyoulik.txt,crush,crush,1,125179,52961,0.028813,0.028819,0.001504,0.001504
asyoulik.txt,crush,crush,2,125179,51679,0.033140,0.033143,0.001485,0.001486
asyoulik.txt,fari,fari,,125179,54445,0.005034,0.005034,0.005942,0.005943
asyoulik.txt,fastlz,fastlz,1,125179,74093,0.000744,0.000745,0.000415,0.000415
asyoulik.txt,fastlz,fastlz,2,125179,73186,0.000796,0.000796,0.000415,0.000415
asyoulik.txt,gipfeli,gipfeli,,125179,61934,0.000849,0.000849,0.000854,0.000855
asyoulik.txt,heatshrink,heatshrink,,125179,69812,0.015015,0.015015,0.001940,0.001941
asyoulik.txt,libdeflate,deflate,10,125179,46631,0.014685,0.014686,0.000315,0.000315
asyoulik.txt,libdeflate,deflate,11,125179,46413,0.018098,0.018099,0.000312,0.000312
asyoulik.txt,libdeflate,deflate,1,125179,52559,0.001397,0.001397,0.000372,0.000373
asyoulik.txt,libdeflate,deflate,12,125179,46426,0.021245,0.021246,0.000316,0.000316
asyoulik.txt,libdeflate,deflate,2,125179,51070,0.001619,0.001619,0.000356,0.000357
asyoulik.txt,libdeflate,deflate,3,125179,50518,0.001850,0.001850,0.000350,0.000350
asyoulik.txt,libdeflate,deflate,4,125179,50147,0.002093,0.002094,0.000345,0.000345
asyoulik.txt,libdeflate,deflate,5,125179,49026,0.002411,0.002411,0.000356,0.000356
asyoulik.txt,libdeflate,deflate,6,125179,48753,0.002855,0.002856,0.000355,0.000355
asyoulik.txt,libdeflate,deflate,7,125179,48607,0.003362,0.003363,0.000353,0.000353
asyoulik.txt,libdeflate,deflate,8,125179,47028,0.011023,0.011024,0.000306,0.000306
asyoulik.txt,libdeflate,deflate,9,125179,46636,0.014504,0.014505,0.000315,0.000315
asyoulik.txt,lz4,lz4,0,125179,79674,0.000600,0.000601,0.000201,0.000201
asyoulik.txt,lz4,lz4,10,125179,58924,0.005887,0.005887,0.000213,0.000213
asyoulik.txt,lz4,lz4,11,125179,58924,0.005924,0.005924,0.000213,0.000213
asyoulik.txt,lz4,lz4,1,125179,79674,0.000601,0.000601,0.000201,0.000202
asyoulik.txt,lz4,lz4,12,125179,58924,0.005942,0.005942,0.000213,0.000213
asyoulik.txt,lz4,lz4,13,125179,58924,0.005889,0.005889,0.000213,0.000213
asyoulik.txt,lz4,lz4,14,125179,58924,0.005963,0.005963,0.000213,0.000214
asyoulik.txt,lz4,lz4,15,125179,58924,0.005903,0.005904,0.000213,0.000213
asyoulik.txt,lz4,lz4,16,125179,58924,0.005889,0.005889,0.000213,0.000213
asyoulik.txt,lz4,lz4,2,125179,79674,0.000601,0.000601,0.000201,0.000201
asyoulik.txt,lz4,lz4,3,125179,63072,0.002390,0.002391,0.000220,0.000220
asyoulik.txt,lz4,lz4,4,125179,61167,0.002976,0.002976,0.000217,0.000217
asyoulik.txt,lz4,lz4,5,125179,60061,0.003714,0.003714,0.000215,0.000216
asyoulik.txt,lz4,lz4,6,125179,59426,0.004414,0.004414,0.000213,0.000214
asyoulik.txt,lz4,lz4,7,125179,59117,0.005023,0.005024,0.000213,0.000213
asyoulik.txt,lz4,lz4,8,125179,58983,0.005528,0.005528,0.000214,0.000214
asyoulik.txt,lz4,lz4,9,125179,58940,0.005779,0.005780,0.000212,0.000213
asyoulik.txt,lz4,lz4-raw,10,125179,59400,0.004315,0.004316,0.000195,0.000196
asyoulik.txt,lz4,lz4-raw,11,125179,58914,0.005541,0.005542,0.000195,0.000195
asyoulik.txt,lz4,lz4-raw,1,125179,121324,0.000135,0.000135,0.000101,0.000101
asyoulik.txt,lz4,lz4-raw,12,125179,58898,0.005813,0.005814,0.000195,0.000196
asyoulik.txt,lz4,lz4-raw,13,125179,58898,0.005700,0.005701,0.000194,0.000194
asyoulik.txt,lz4,lz4-raw,14,125179,58898,0.005721,0.005722,0.000195,0.000196
asyoulik.txt,lz4,lz4-raw,2,125179,118790,0.000166,0.000166,0.000107,0.000108
asyoulik.txt,lz4,lz4-raw,3,125179,114663,0.000209,0.000209,0.000122,0.000122
asyoulik.txt,lz4,lz4-raw,4,125179,103435,0.000315,0.000315,0.000155,0.000155
asyoulik.txt,lz4,lz4-raw,5,125179,92492,0.000410,0.000411,0.000174,0.000174
asyoulik.txt,lz4,lz4-raw,6,125179,84234,0.000489,0.000489,0.000184,0.000185
asyoulik.txt,lz4,lz4-raw,7,125179,79653,0.000546,0.000546,0.000189,0.000189
asyoulik.txt,lz4,lz4-raw,8,125179,65846,0.001795,0.001796,0.000209,0.000209
asyoulik.txt,lz4,lz4-raw,9,125179,61142,0.002861,0.002861,0.000200,0.000200
asyoulik.txt,lzf,lzf,1,125179,72275,0.000725,0.000725,0.000395,0.000395
asyoulik.txt,lzfse,lzfse,,125179,50240,0.003159,0.003159,0.000469,0.000469
